word,score
aiff,0.0018526546725239448
family,0.001850452434930442
defense,0.0018478920124339576
sport,0.001846145742128677
p.m.,0.0018430712417504148
martyrdom,0.0018420680743952366
tharoor,0.0018420680743952366
th,0.0018401852180720813
towards,0.0018278327842725895
took,0.001825245818860995
due,0.0018252005503288816
belgium,0.0018238297766289475
corporation,0.0018223475133041726
high,0.0018218503691818236
development,0.001821020483662026
latest,0.0018130558144729165
number,0.0018123055602171335
added,0.0018111097573873568
member,0.0018068882359542785
culture,0.001800293152254861
point,0.0017997726091203206
former,0.0017989949294679598
tonne,0.0017958880948142977
win,0.0017941103277665466
offer,0.0017931475338409705
solar,0.001792834856881636
snow,0.0017922026858010506
period,0.0017860483733484805
came,0.0017779741837983343
incident,0.0017758030784871689
pick,0.0017730546927063704
growth,0.0017721821699161143
trust,0.0017652020975947613
michigan,0.001764859787682033
hyderabad,0.0017635173295795325
berkshire,0.001756208969232747
woman,0.001751589123003178
key,0.0017493267199485336
medium,0.0017485852917023697
support,0.0017448007033110877
read,0.0017423602372261336
quiz,0.0017378000701841856
photo,0.0017360351046404278
activity,0.0017339598043752335
million,0.0017319685108434127
agency,0.0017299135628105818
alliance,0.0017277911740145667
effect,0.0017178833852579622
growing,0.0017113121708051283
paid,0.0017087679947939598
return,0.001706324686183035
committee,0.0017045076078792932
movie,0.0016981231936978292
tesla,0.001696641647469297
staff,0.0016962598771391117
injured,0.0016934636461648045
nov.,0.0016874384959948564
expert,0.0016873095994943666
action,0.0016867849194847706
program,0.0016813078160594025
customer,0.0016812485325061544
check,0.001679963495475559
use,0.0016798700620197227
pavilion,0.0016777843325151349
raid,0.0016767517762741138
insight,0.001675086177947877
passenger,0.0016723004365306892
joint,0.0016714949203845174
impact,0.0016613738389544728
general,0.0016597098395859091
consumer,0.001658358168873767
draftkings,0.0016545521626304522
feature,0.0016541733001861568
top,0.0016537864096146855
doncic,0.0016520789904890015
opportunity,0.0016490272008289984
work,0.0016465506194403574
parade,0.0016464248966257923
anniversary,0.0016450558279236308
inter,0.0016447036378528898
school,0.0016396988344037347
major,0.001638745278172369
station,0.0016347977490726432
sun,0.0016331810806784815
sister,0.001630303714617701
even,0.001627905536620943
sugar,0.0016267110235102357
thing,0.0016263696473225175
convoy,0.0016253541832899146
jordan,0.0016253541832899146
jhco,0.0016253541832899146
need,0.0016227138611022093
continues,0.0016221370596888557
brookfield,0.0016187284130877117
message,0.001616140838715594
likely,0.0016161244314722048
available,0.0016147993001069808
statement,0.001606623522672742
rao,0.0016049672634973035
academy,0.0016042147455863321
kingdom,0.0016029597732826351
working,0.0016013770735090623
effort,0.0016013566113549926
others,0.0016003337047467681
control,0.0015993515096320219
made,0.0015985235677616243
month,0.0015974398883588522
missile,0.0015948490843120421
led,0.0015905975957819448
article,0.0015893876554257903
man,0.0015884935258102762
monday,0.0015882912079627379
bid,0.0015879897193062386
're,0.0015873558129168822
issued,0.0015860900566516067
leader,0.0015827034020855584
without,0.0015812010406819905
way,0.001580222333159852
reflects,0.0015764881853647039
got,0.001576103853948553
west,0.0015745401434167864
celebrity,0.0015730886159393601
unique,0.001571467931357583
visit,0.001568230063816251
estrella,0.0015663844170027525
launched,0.0015614597437395234
keep,0.001556691567573313
title,0.0015551644407797236
main,0.0015543459221461302
region,0.0015537211579431975
foreign,0.0015534844987288993
project,0.0015533506840522367
wire,0.0015523045570746377
indiana,0.0015510880387515332
quote,0.0015464869957133468
nfl,0.0015464101471116415
economic,0.0015445750345419193
arrested,0.0015425885144060023
brand,0.0015349199437277431
produce,0.0015331643045330778
guidance,0.0015319397822721
end,0.0015311871748053452
equipment,0.0015296291332263206
spot,0.0015264797667145014
provide,0.0015224726436590189
tree,0.001519311722178517
social,0.0015157848042088864
building,0.0015128380593120458
founder,0.001512575465425223
killed,0.0015116224851028258
human,0.0015107593292157822
transport,0.0015055609972696173
aid,0.0015045121982901247
final,0.0015042769926168367
war,0.0015039179370515629
-year-old,0.0015022128072784402
crime,0.0014997269984719792
leading,0.0014996301013696317
personnel,0.0014974232720125207
remains,0.001490672261974243
driver,0.0014874119756722233
making,0.0014856633126249807
another,0.0014837838164276143
continued,0.0014834747472134563
football,0.0014807464499115236
come,0.0014785439511030563
assistant,0.0014762350963879794
letterkenny,0.0014697351657408802
anil,0.0014697351657408802
djokovic,0.0014697351657408802
global,0.0014696298175478509
performance,0.0014679470214115976
found,0.0014672336929054746
europe,0.001465299879432124
buffett,0.0014635074743606224
field,0.0014625077417529326
spidéal,0.0014619587892025687
philomena,0.0014619587892025687
byheart,0.0014619587892025687
galway,0.0014619587892025687
circumstance,0.0014619587892025687
examination,0.0014619587892025687
air,0.0014590674200119394
discus,0.0014587179149461577
investment,0.0014565755480305557
dispute,0.0014556230738708737
vandalism,0.0014542642692593974
released,0.001454253437828507
website,0.0014495352942343288
investigating,0.00144715087825904
lakers,0.0014455691166778764
launch,0.0014444619750584062
strong,0.0014438301851987113
deal,0.0014402041394647538
significant,0.0014350096727366805
carbon,0.0014331816178491216
netherlands,0.0014317327711181086
highest,0.0014294623233734294
network,0.0014280267929248247
lifestyle,0.0014237870296500592
move,0.0014230837067578733
confirmed,0.0014226014375793414
experience,0.0014216656813414864
north,0.0014208088519871841
pti,0.0014201566423171989
saudi,0.0014191299430645055
abu,0.0014188148368283388
accident,0.00141697544184249
figure,0.0014168949464330174
armed,0.0014122964325381676
mp,0.0014122649088778338
military,0.0014112059612161481
chinese,0.0014111468201218726
shutdown,0.0014092173561308283
museum,0.0014089278257097537
within,0.0014082415462220049
meeting,0.0014068265222457327
ev,0.0014008743273934898
cultural,0.0014001462676389495
land,0.0013999008538342526
ithra,0.0013955061169660884
tanween,0.0013955061169660884
post,0.0013950278098153132
study,0.0013949759647212234
renewable,0.0013924920648776087
simmerman,0.0013850135897708546
fruit,0.0013841675910473612
nov,0.0013837413167536582
local,0.0013837225086493598
infrastructure,0.0013823528323368877
patriot,0.00137879346885871
brac,0.00137879346885871
much,0.0013762609109998116
warrant,0.0013746776674591317
hearing,0.0013746776674591317
vegetable,0.0013727954123602475
ipo,0.0013705863648774083
possible,0.0013689491276807405
sea,0.0013683839082900503
university,0.0013683126444738888
various,0.0013671335376362597
'll,0.001366377204476954
formula,0.0013657102615895927
registered,0.0013653477856267547
fund,0.0013647136633406854
sd,0.0013624763863870092
dhabi,0.001361134045119633
peshawar,0.0013544618194082621
often,0.0013490902743739982
highlighting,0.001342815462897278
centre,0.0013425042268745129
level,0.0013418381076237024
senior,0.0013372912177288326
money,0.001336649753593388
call,0.001333380862685674
pakistan,0.0013322029898841475
gujarat,0.0013320740207403573
technical,0.0013312790911248406
channel,0.0013307809968427953
front,0.0013287128489834548
several,0.0013276727058031893
u,0.001327278238796443
issue,0.001324493552441849
jewelry,0.0013221278742911004
included,0.001321129689538378
spirit,0.001319636791821158
regional,0.0013183231201919063
strength,0.0013162012567957714
hajj,0.0013127229782401383
pilgrim,0.0013127229782401383
umrah,0.0013127229782401383
take,0.001310550696087136
doaba,0.0013104142805657171
locally,0.0013099518464218735
carrying,0.0013098186992944246
semiconductor,0.0013095131637089245
reached,0.0013072234557798968
many,0.0013065123722115811
golden,0.0013045960931404319
soc,0.0013033500526381393
snapdragon,0.0013033500526381393
want,0.0013027075475057959
charge,0.0013026466111868268
industrial,0.0013026260369204728
life,0.0013012322484855926
sustainable,0.0012994234273532948
cost,0.0012986199582185967
public,0.001298387492647161
starcloud,0.0012972310383065047
coordinated,0.0012953957802174477
seven,0.0012914728330596036
galleon,0.0012911692110246986
aldeburgh,0.0012911692110246986
fish,0.0012911692110246986
small,0.0012905417757709658
important,0.0012881234069178548
platform,0.0012851978081482938
potential,0.0012825110745886183
manufacturing,0.0012824202557370759
composite,0.0012801276583303735
focus,0.0012795226147558395
holiday,0.0012792139405522476
identified,0.001275653414318713
ai,0.0012746236936409846
step,0.0012743112736764
story,0.001274029119782004
overall,0.0012731754838198855
tenerife,0.001272146460217705
education,0.001269528050685943
emphasized,0.0012682233354899851
agriculture,0.0012673661306841597
ban,0.001267113792977702
magazine,0.0012669168367843283
change,0.0012650828511624544
headquartered,0.0012590605603018327
downtown,0.0012584276145101874
next,0.0012583785277753845
instructed,0.0012581549116943008
american,0.0012580314818314514
journey,0.0012575658316564618
chance,0.0012567289699736584
relief,0.0012558588700795966
organization,0.0012549660072535868
hot,0.0012540692556491965
plan,0.0012527933571787764
strengthen,0.0012518069885124326
application,0.0012506862970715505
aim,0.0012477124897778595
announced,0.001247351910924743
additionally,0.0012436454357390699
luka,0.0012390592428667513
learn,0.0012387595447688735
ongoing,0.0012383245272682478
put,0.001236947955228685
cup,0.0012364247537257971
value,0.0012357786994670887
digital,0.001235524378889106
commissioner,0.001234806919649736
milan,0.0012335277283896675
lazio,0.0012335277283896675
romagnoli,0.0012335277283896675
officer,0.0012308947086273384
emergency,0.001229825823894717
exhibition,0.0012295320713028087
coordination,0.0012287479077690096
shashi,0.0012280453829301577
cwc,0.0012280453829301577
analysis,0.0012279983854302074
goal,0.0012261719762464757
problem,0.0012259294664797122
might,0.0012253011483822566
crop,0.0012231239841611406
along,0.001218996167463265
ukraine,0.0012160902340505979
science,0.0012154901772421422
taking,0.0012153797736822037
island,0.0012146485157066241
safety,0.0012131198626542242
went,0.0012122498164906874
travelling,0.001210447944217762
history,0.0012094633660987115
travel,0.0012091845712123841
transported,0.0012087440264880586
condition,0.0012086611798938494
saba,0.0012076244929799928
play,0.0012065920625865694
rule,0.0012053288399698806
daily,0.0012050741649704134
cold,0.0012036889298817272
've,0.001201655964353284
hill,0.0012000906770621318
every,0.0011975087872381964
buy,0.0011971828983579284
following,0.0011942722260377837
talk,0.0011940578505630853
rock,0.0011930492709813709
fox,0.0011930039441740068
higher,0.0011926209449348235
user,0.0011914741822555749
resource,0.0011906014566691308
hailakandi,0.0011884310157388625
model,0.0011854175915041198
result,0.001184305897178192
product,0.0011837474932350697
nearly,0.0011834739969748364
earth,0.001182145316160373
...,0.0011818666026792506
edinburgh,0.0011808128682020747
linlithgow,0.0011808128682020747
four,0.0011787294627631825
sq,0.0011765033321867388
percent,0.0011765033321867388
highlight,0.001176431562201279
reserve,0.0011755292875766223
malaysia,0.0011747883127520642
chart,0.0011714801943539773
contribution,0.001171417950205565
holding,0.001170350218729266
together,0.0011696068291933747
fda,0.001169567031362055
electric,0.0011684663800804907
range,0.0011679788706227747
think,0.0011652684831323608
bring,0.0011646052073876628
late,0.001164277706624532
strike,0.0011630428732382853
sign,0.001159646320086029
resident,0.0011585248483086273
already,0.001157255846440198
dr.,0.0011561292728706181
riyadh,0.0011554930647798773
join,0.0011554590559649791
position,0.0011553751629829463
underscore,0.0011542674273533294
lab,0.0011535428791319146
look,0.0011524064362860849
subject,0.0011515906655442582
dpiit,0.0011512925464970231
located,0.0011499766756522527
recently,0.0011493599503926183
myanmar,0.00114765981026591
river,0.0011468995259446633
process,0.001145686212255744
deceased,0.001144324241514804
diplomatic,0.0011441416611150538
lavrov,0.0011441416611150538
dialogue,0.0011441416611150538
procurement,0.0011417777320631634
nuclear,0.001140541739356485
ecosystem,0.0011397014548007577
held,0.0011393535881464257
find,0.0011392247410425375
multiple,0.0011376933567810563
pas,0.0011375192263848987
first-round,0.0011370790582686647
tackle,0.0011370790582686647
waddle,0.0011370790582686647
defensive,0.0011370790582686647
ultimately,0.0011370790582686647
williams,0.0011370790582686647
decision,0.0011365673598287577
zibatá,0.001135910426143003
financial,0.0011350407513131674
remark,0.0011350376607298564
race,0.0011342783709330276
marathon,0.0011342783709330276
mission,0.0011334427897665106
bill,0.00113337091635346
jewel,0.0011318903252096352
contact,0.0011312119744679527
jonathan,0.0011301031131259122
welcome,0.0011284204889827078
high-speed,0.0011277967802419816
set,0.0011276189445982396
fault,0.0011261024132703178
msp,0.0011253676819293053
jersey,0.0011248230970423393
waste,0.0011247363267054842
essential,0.001123846669838742
head,0.0011228641379958252
introduced,0.0011221697513447853
stadium,0.0011203386023831425
climate,0.0011202707527684427
conducted,0.001119908201558184
include,0.0011188275052907014
become,0.0011184118979197185
nearby,0.001118021393909646
straight,0.0011174200130334524
sale,0.0011170006587200689
segment,0.0011156687396141468
supervised,0.0011139250459552455
luxury,0.00111290248589584
age,0.0011116394757112985
follows,0.0011100963707468884
antimony,0.001105240844637142
serving,0.0011052083841456733
successful,0.0011045942108954992
buccaneer,0.0011030347750869683
association,0.0011006418244635364
injury,0.0010998632026656698
start,0.0010988406352289033
always,0.0010975895313381687
property,0.0010962828427206642
aluminum,0.0010948398659109877
saw,0.0010934549855159514
integrated,0.001093454971388939
view,0.0010916919318091302
ayrshire,0.0010899811091096075
r,0.0010895389241975387
access,0.0010893584563353765
protection,0.0010892850184723323
world,0.0010883119086824203
watch,0.0010874362675803364
site,0.0010842507391655846
syrian,0.0010835694555266099
syria,0.0010835694555266099
u.s.,0.0010826641599471466
br,0.0010810258652554205
environment,0.00108025013958195
early,0.0010799242863142617
known,0.0010796706106331736
later,0.001079236580303457
hour,0.0010791114297869593
amount,0.0010790484569365613
summer,0.0010786670209267696
partnership,0.0010780844862649328
submit,0.0010776401666913948
progress,0.0010765118414085208
initial,0.001076498983329311
treatment,0.001076372678033896
guard,0.001073460402201967
unit,0.0010722387056338097
ahead,0.0010714177479094202
franchise,0.001070969810694905
franchising,0.001070969810694905
drive-thru,0.001070969810694905
oregon,0.001070969810694905
founded,0.001070969810694905
subsidiary,0.001070969810694905
kharkiv,0.001070969810694905
away,0.0010708230241318597
russia,0.0010653326400641345
five,0.0010642914663871255
technology,0.0010641760594670804
income,0.0010637923027531529
death,0.001060509179284962
muhammad,0.0010599837649344684
notification,0.001055565201658078
lower,0.001055269187737471
policy,0.0010535663622228152
traded,0.0010532255904122604
dead,0.001053223768014067
church,0.0010528177414557763
smartphones,0.0010510793886282415
host,0.0010510258328370928
young,0.001048442496598359
rate,0.001047517072478371
confirmation,0.0010466295877245664
anti-illegal,0.0010466295877245664
comprising,0.0010466295877245664
secretariat,0.0010466295877245664
ankobra,0.0010466295877245664
'galamsey,0.0010466295877245664
immigration,0.0010466295877245664
naimos,0.0010466295877245664
cnic,0.0010466295877245664
motorist,0.0010466295877245664
commonly,0.0010466295877245664
destruction,0.0010466295877245664
dominase,0.0010466295877245664
appearing,0.0010466295877245664
e-pay,0.0010466295877245664
nzema,0.0010466295877245664
using,0.0010457404343100685
current,0.00104516533403687
high-profile,0.001044445185098881
king,0.001044347123454795
series,0.001043930357086679
however,0.0010431174734348268
see,0.0010418303242349675
club,0.0010408735449950067
rise,0.0010404905918709245
december,0.001039721067921411
belief,0.0010394264024084447
al,0.00103933863358465
though,0.0010389095018320273
grass,0.001038760192328141
shared,0.0010386137737560949
evening,0.001036964231889958
pm,0.0010366074467825202
looking,0.0010356375370909824
simhadri,0.001034869704716425
sandeep,0.001034869704716425
touched,0.001034869704716425
appanna,0.001034869704716425
mandal,0.001034869704716425
regarding,0.0010345111023949115
participation,0.0010344588949573014
demita,0.001032549369055626
organised,0.0010319277614797547
union,0.0010296281227856422
hard,0.0010279078408281439
innovation,0.001027642374599923
cigarette,0.001026221768465313
info,0.0010251954541506117
international,0.001025010172858188
haines,0.0010233711524417982
giveaway,0.0010233711524417982
favor,0.0010233711524417982
ieepa,0.0010233711524417982
walking,0.0010233711524417982
pure,0.0010233711524417982
insists,0.0010233711524417982
hyman,0.0010233711524417982
detective,0.0010233711524417982
jacket,0.0010233711524417982
julie,0.0010233711524417982
ap,0.0010233711524417982
peller,0.0010233711524417982
elia,0.0010233711524417982
spotted,0.0010233711524417982
pangaea,0.0010233711524417982
theft,0.0010233711524417982
daring,0.0010233711524417982
terry,0.0010233711524417982
outline,0.0010233711524417982
teen,0.0010233711524417982
botulism,0.0010233711524417982
pedro,0.0010233711524417982
nothing,0.0010233711524417982
mysterious,0.0010233711524417982
stunned,0.0010233711524417982
foot,0.0010226128301685964
heart,0.001020986783047363
continuing,0.0010194354118764882
side,0.0010187008267946941
maybe,0.0010182859740010869
shower,0.0010177171681741638
mph,0.0010177171681741638
great,0.001016963767933158
coastal,0.0010164111034175098
institution,0.0010159574297319877
khyber,0.0010158463645561968
advanced,0.0010156692988486516
mobile,0.0010152904280949881
link,0.0010143400855738404
powered,0.0010136121260410423
testing,0.0010132873441188344
success,0.0010097092051181277
demand,0.0010090705726080078
quality,0.0010076630316358135
electricity,0.0010037576979946012
train,0.001002157938218603
gascoigne,0.0010011239534756721
waad,0.0010011239534756721
rescue,0.0010010357141048472
pump,0.0010009167616296328
grant,0.0010000502459314527
cycle,0.0009997811822268386
whole,0.0009995334483635138
spokesperson,0.0009989747448879511
council,0.0009975624684126767
whether,0.0009966620820597118
standard,0.0009964698795579103
hit,0.0009964282110397065
star,0.0009949970662363895
september,0.0009946742948483266
serve,0.0009936470725789798
street,0.0009936245902500678
kind,0.0009934790174451523
heard,0.0009933805208874134
illegal,0.0009923733132097103
intervention,0.0009913977163773222
published,0.0009911962026098488
carried,0.0009900148067046371
brandon,0.0009888402239851732
winter,0.0009857784337511779
player,0.0009856286189761426
creating,0.0009850540597307774
scale,0.0009831690960018377
decade,0.0009829765056024993
previous,0.000981335065482593
research,0.0009807860706443458
troop,0.0009801552145468323
know,0.0009798321853178966
naimh,0.0009798234438272535
mr,0.0009798234438272535
athens,0.0009798234438272535
novak,0.0009798234438272535
post-secondary,0.0009798234438272535
federer,0.0009798234438272535
trophy,0.0009798234438272535
ambat,0.0009798234438272535
justice,0.0009792962930702592
racked,0.000978308445801901
coincidence,0.000978308445801901
deadline,0.000978214884334876
additional,0.00097817133854991
score,0.0009780408644385658
crown,0.0009780057513570366
present,0.0009774401721832208
marking,0.0009770741849985916
adsorption,0.0009759301056398604
representative,0.000974640059566093
revanth,0.0009729232787298785
trait,0.0009723704227705255
information,0.0009718417358089972
annual,0.0009716537499413074
posted,0.0009701157441275935
indian,0.0009682693922980966
began,0.0009668176847043641
la,0.0009667623329907251
operational,0.0009651465480275142
innovative,0.0009650819461045005
earlier,0.0009645434090478481
smaller,0.0009626298241440912
quite,0.0009615973326297749
release,0.0009613071656654562
good,0.000958867030662154
noted,0.0009584788144203701
detail,0.0009571440761594965
question,0.0009554521596066646
name,0.0009547477575756623
job,0.0009540871469760537
antun,0.0009527938315837431
statue,0.0009527938315837431
pete,0.0009527938315837431
kharif,0.0009514814433859694
outside,0.0009507190761036805
meanwhile,0.0009505892573870195
refugee,0.0009503236510122356
array,0.0009495033249068226
open,0.0009489789317216662
else,0.0009482950957076128
better,0.0009479588410242926
graduate,0.0009461429946262411
person,0.0009441504462585143
buying,0.0009440663464026697
form,0.0009435126934734185
peak,0.0009431593118008749
enhancing,0.0009430147464835867
nation,0.0009427881480532433
concern,0.0009401564830084046
barnes,0.0009398306502016514
maritime,0.0009398306502016514
survivor,0.0009398306502016514
slightly,0.0009395015848509513
reach,0.0009386263100392015
tonight,0.0009382644794310613
intelligence,0.0009382071822187424
going,0.0009381832930235942
law,0.0009378737022572511
commercial,0.0009371087577314273
european,0.000936990265243267
increase,0.0009366924787933044
grown,0.0009364998206372204
order,0.0009362904305490563
kmm,0.0009360102004040837
bku,0.0009360102004040837
threat,0.0009343694968648186
elite,0.0009317559258767214
lot,0.0009308682944478491
km,0.0009305163798977574
dhahran,0.0009303374113107258
designer,0.0009285417063246306
taken,0.0009280210036283457
prisoner,0.0009272154736888775
raiding,0.0009272154736888775
ramallah,0.0009272154736888775
tableau,0.0009272154736888775
complete,0.0009265777724296618
named,0.0009264742552722735
send,0.0009241856412471065
deep,0.0009238450288231486
out-of-season,0.0009227783940315742
seasonally,0.0009227783940315742
method,0.0009213559936331109
measure,0.0009211212098543937
fishery,0.0009210340371976183
commemorative,0.0009210340371976183
murad,0.0009210340371976183
martyr,0.0009210340371976183
instilled,0.0009210340371976183
jihad,0.0009210340371976183
grain,0.0009210340371976183
al-shaif,0.0009210340371976183
undersecretary,0.0009210340371976183
sana,0.0009210340371976183
ah,0.0009210340371976183
half,0.000919548185696448
component,0.0009177260280751417
quarter,0.0009173898240341981
medical,0.0009160804142503988
beijing,0.0009157031627520698
create,0.0009145666800343566
de,0.0009140642941174518
agreement,0.0009135517439477357
give,0.0009134704740376052
sustained,0.0009134022574361015
normal,0.0009134003059821539
household,0.0009123560840745455
scene,0.0009119885746724025
gcc,0.0009119148883144737
albudaiwi,0.0009119148883144737
huge,0.0009114440703554734
league,0.0009109469304956192
saying,0.0009107355144912085
getting,0.0009097586519777128
commerce,0.0009076846088069582
adnoc,0.000907422696746422
political,0.000905210380523615
completely,0.0009051072904628029
signed,0.0009034953980615942
nonprofit,0.0009029745462721748
stcalliance.org,0.0009029745462721748
stcholidayhomecoming.com,0.0009029745462721748
charity,0.0009026421127391297
importance,0.0009012924857594583
affected,0.0009002661276583179
kerala,0.0009001859388834659
affair,0.0008995358544260082
chief,0.0008982019521361634
wallen,0.0008979440474071489
coast,0.0008961282055485599
liverpool,0.0008954497583865734
town,0.0008952787849691599
indeed,0.000894258029079105
happened,0.0008930404456855978
sinha,0.0008913232618041468
villager,0.0008913232618041468
irate,0.0008913232618041468
moved,0.0008907507226371694
availability,0.0008903659470303274
xinhua,0.0008901306385977422
thermal,0.0008896387995731259
northwest,0.0008892852919155936
estate,0.000889282881455915
beneficiary,0.000886102547908426
agreed,0.0008855862566425379
el,0.0008854608827068102
arabia,0.0008846320667516627
largest,0.000883589804024814
trip,0.0008834319019485898
highlighted,0.0008796575712387676
done,0.0008784306035074777
hold,0.0008784227238812002
prime,0.0008769612136421691
medicine,0.0008764106607905359
manufacturer,0.0008751517800536392
motley,0.0008745942315225836
fool,0.0008745942315225836
promote,0.0008738034572766159
may,0.0008722078069942046
dedication,0.0008705071960165032
account,0.0008702323110176443
starting,0.0008689482948071412
hamid,0.0008689000350920928
weekly,0.0008689000350920928
android,0.0008689000350920928
nyc,0.0008689000350920928
dessert,0.0008689000350920928
decadent,0.0008689000350920928
try,0.0008689000350920928
all-expenses-paid,0.0008689000350920928
kelly,0.0008689000350920928
plus,0.0008689000350920928
all-american,0.0008689000350920928
lighting,0.0008689000350920928
mcgreal,0.0008689000350920928
mayhem,0.0008689000350920928
wide,0.0008685639796310987
constructing,0.000867223266950819
